episode,score,type,average,average100
275,0,train,0,0
276,0,train,0,0
277,0,train,0,0
278,0,train,0,0
279,0,train,0,0
280,0,train,0,0
281,0,train,0,0
282,0,train,0,0
283,0,train,0,0
284,0,train,0,0
285,0,train,0,0
286,0,train,0,0
287,0,train,0,0
288,0,train,0,0
289,0,train,0,0
290,0,train,0,0
291,0,train,0,0
292,0,train,0,0
293,0,train,0,0
294,0,train,0,0
295,0,train,0,0
296,0,train,0,0
297,0,train,0,0
298,0,train,0,0
299,0,test,0,0
300,0,test,0,0
301,0,test,0,0
302,0,test,0,0
303,0,test,0,0
304,0,test,0,0
305,0,test,0,0
306,0,test,0,0
307,0,test,0,0
308,0,test,0,0
309,0,test,0,0
310,0,test,0,0
311,0,test,0,0
312,0,test,0,0
313,0,test,0,0
314,0,test,0,0
315,0,test,0,0
316,0,test,0,0
317,0,test,0,0
318,0,test,0,0
319,0,test,0,0
320,0,test,0,0
321,0,test,0,0
322,0,test,0,0
323,0,test,0,0
324,0,test,0,0
325,0,test,0,0
326,0,test,0,0
327,0,test,0,0
328,0,test,0,0
329,0,test,0,0
330,0,test,0,0
331,0,test,0,0
332,0,test,0,0
333,0,test,0,0
334,0,test,0,0
335,0,test,0,0
336,0,test,0,0
337,0,test,0,0
338,0,test,0,0
339,0,test,0,0
340,0,test,0,0
341,0,test,0,0
342,0,test,0,0
343,0,test,0,0
344,0,test,0,0
345,0,test,0,0
346,0,test,0,0
347,0,test,0,0
348,0,test,0,0
349,0,test,0,0
350,0,test,0,0
351,0,test,0,0
352,0,test,0,0
353,0,test,0,0
354,0,test,0,0
355,0,test,0,0
356,0,test,0,0
357,0,test,0,0
358,0,test,0,0
359,0,test,0,0
360,0,test,0,0
361,0,test,0,0
362,0,test,0,0
363,0,test,0,0
364,0,test,0,0
365,0,test,0,0
366,0,test,0,0
367,0,test,0,0
368,0,test,0,0
369,0,test,0,0
370,0,test,0,0
371,0,test,0,0
372,0,test,0,0
373,0,test,0,0
374,0,test,0,0
375,0,test,0,0
376,0,test,0,0
377,0,test,0,0
378,0,test,0,0
379,0,test,0,0
380,1.0,test,0.0026246719160104987,0.010101010101010102
381,0,test,0.002617801047120419,0.010101010101010102
382,0,test,0.0026109660574412533,0.010101010101010102
383,0,test,0.0026041666666666665,0.010101010101010102
384,0,test,0.0025974025974025974,0.010101010101010102
385,0,test,0.0025906735751295338,0.010101010101010102
386,0,test,0.002583979328165375,0.010101010101010102
387,0,test,0.002577319587628866,0.010101010101010102
388,0,test,0.002570694087403599,0.010101010101010102
389,0,test,0.002564102564102564,0.010101010101010102
390,0,test,0.0025575447570332483,0.010101010101010102
391,0,test,0.002551020408163265,0.010101010101010102
392,0,test,0.002544529262086514,0.010101010101010102
393,0,test,0.0025380710659898475,0.010101010101010102
394,0,test,0.002531645569620253,0.010101010101010102
395,0,test,0.0025252525252525255,0.010101010101010102
396,0,test,0.0025188916876574307,0.010101010101010102
397,0,test,0.002512562814070352,0.010101010101010102
398,0,test,0.002506265664160401,0.010101010101010102
399,0,train,0.0025,0.010101010101010102
400,0,train,0.0024937655860349127,0.010101010101010102
401,0,train,0.0024875621890547263,0.010101010101010102
402,0,train,0.0024813895781637717,0.010101010101010102
403,0,train,0.0024752475247524753,0.010101010101010102
404,0,train,0.0024691358024691358,0.010101010101010102
405,0,train,0.0024630541871921183,0.010101010101010102
406,0,train,0.002457002457002457,0.010101010101010102
407,0,train,0.0024509803921568627,0.010101010101010102
408,0,train,0.0024449877750611247,0.010101010101010102
409,0,train,0.0024390243902439024,0.010101010101010102
410,0,train,0.0024330900243309003,0.010101010101010102
411,0,train,0.0024271844660194173,0.010101010101010102
412,0,train,0.002421307506053269,0.010101010101010102
413,0,train,0.0024154589371980675,0.010101010101010102
414,0,train,0.0024096385542168677,0.010101010101010102
415,0,train,0.002403846153846154,0.010101010101010102
416,0,train,0.002398081534772182,0.010101010101010102
417,0,train,0.0023923444976076554,0.010101010101010102
418,0,train,0.002386634844868735,0.010101010101010102
419,0,train,0.002380952380952381,0.010101010101010102
420,0,train,0.0023752969121140144,0.010101010101010102
421,0,train,0.002369668246445498,0.010101010101010102
422,0,train,0.002364066193853428,0.010101010101010102
423,0,train,0.0023584905660377358,0.010101010101010102
424,0,train,0.002352941176470588,0.010101010101010102
425,0,train,0.002347417840375587,0.010101010101010102
426,0,train,0.00234192037470726,0.010101010101010102
427,0,train,0.002336448598130841,0.010101010101010102
428,0,train,0.002331002331002331,0.010101010101010102
429,0,train,0.002325581395348837,0.010101010101010102
430,0,train,0.002320185614849188,0.010101010101010102
431,0,train,0.0023148148148148147,0.010101010101010102
432,0,train,0.0023094688221709007,0.010101010101010102
433,0,train,0.002304147465437788,0.010101010101010102
434,0,train,0.0022988505747126436,0.010101010101010102
435,0,train,0.0022935779816513763,0.010101010101010102
436,0,train,0.002288329519450801,0.010101010101010102
437,0,train,0.00228310502283105,0.010101010101010102
438,0,train,0.002277904328018223,0.010101010101010102
439,0,train,0.0022727272727272726,0.010101010101010102
440,0,train,0.0022675736961451248,0.010101010101010102
441,0,train,0.0022624434389140274,0.010101010101010102
442,0,train,0.002257336343115124,0.010101010101010102
443,0,train,0.0022522522522522522,0.010101010101010102
444,0,train,0.0022471910112359553,0.010101010101010102
445,0,train,0.002242152466367713,0.010101010101010102
446,0,train,0.0022371364653243847,0.010101010101010102
447,0,train,0.002232142857142857,0.010101010101010102
448,0,train,0.0022271714922048997,0.010101010101010102
449,0,train,0.0022222222222222222,0.010101010101010102
450,0,train,0.0022172949002217295,0.010101010101010102
451,0,train,0.0022123893805309734,0.010101010101010102
452,0,train,0.002207505518763797,0.010101010101010102
453,0,train,0.0022026431718061676,0.010101010101010102
454,0,train,0.002197802197802198,0.010101010101010102
455,0,train,0.0021929824561403508,0.010101010101010102
456,0,train,0.002188183807439825,0.010101010101010102
457,0,train,0.002183406113537118,0.010101010101010102
458,0,train,0.002178649237472767,0.010101010101010102
459,0,train,0.002173913043478261,0.010101010101010102
460,0,train,0.0021691973969631237,0.010101010101010102
461,0,train,0.0021645021645021645,0.010101010101010102
462,0,train,0.0021598272138228943,0.010101010101010102
463,0,train,0.0021551724137931034,0.010101010101010102
464,0,train,0.002150537634408602,0.010101010101010102
465,0,train,0.002145922746781116,0.010101010101010102
466,0,train,0.0021413276231263384,0.010101010101010102
467,0,train,0.002136752136752137,0.010101010101010102
468,0,train,0.0021321961620469083,0.010101010101010102
469,0,train,0.002127659574468085,0.010101010101010102
470,0,train,0.0021231422505307855,0.010101010101010102
471,0,train,0.00211864406779661,0.010101010101010102
472,0,train,0.0021141649048625794,0.010101010101010102
473,0,train,0.002109704641350211,0.010101010101010102
474,0,train,0.002105263157894737,0.010101010101010102
475,0,train,0.0021008403361344537,0.010101010101010102
476,0,train,0.0020964360587002098,0.010101010101010102
477,0,train,0.0020920502092050207,0.010101010101010102
478,0,train,0.0020876826722338203,0.010101010101010102
479,0,train,0.0020833333333333333,0
480,0,train,0.002079002079002079,0
481,0,train,0.002074688796680498,0
482,1.0,train,0.004140786749482402,0.010101010101010102
483,0,train,0.004132231404958678,0.010101010101010102
484,0,train,0.004123711340206186,0.010101010101010102
485,0,train,0.00411522633744856,0.010101010101010102
486,0,train,0.004106776180698152,0.010101010101010102
487,0,train,0.004098360655737705,0.010101010101010102
488,0,train,0.00408997955010225,0.010101010101010102
489,0,train,0.004081632653061225,0.010101010101010102
490,0,train,0.004073319755600814,0.010101010101010102
491,0,train,0.0040650406504065045,0.010101010101010102
492,0,train,0.004056795131845842,0.010101010101010102
493,0,train,0.004048582995951417,0.010101010101010102
494,0,train,0.00404040404040404,0.010101010101010102
495,0,train,0.004032258064516129,0.010101010101010102
496,0,train,0.004024144869215292,0.010101010101010102
497,0,train,0.004016064257028112,0.010101010101010102
498,0,train,0.004008016032064128,0.010101010101010102
499,0,test,0.004,0.010101010101010102
500,0,test,0.003992015968063872,0.010101010101010102
501,0,test,0.00398406374501992,0.010101010101010102
502,0,test,0.003976143141153081,0.010101010101010102
503,0,test,0.003968253968253968,0.010101010101010102
504,1.0,test,0.005940594059405941,0.020202020202020204
505,0,test,0.005928853754940711,0.020202020202020204
506,0,test,0.005917159763313609,0.020202020202020204
507,0,test,0.005905511811023622,0.020202020202020204
508,0,test,0.005893909626719057,0.020202020202020204
509,1.0,test,0.00784313725490196,0.030303030303030304
510,0,test,0.007827788649706457,0.030303030303030304
511,0,test,0.0078125,0.030303030303030304
512,0,test,0.007797270955165692,0.030303030303030304
513,0,test,0.007782101167315175,0.030303030303030304
514,0,test,0.007766990291262136,0.030303030303030304
515,0,test,0.007751937984496124,0.030303030303030304
516,0,test,0.007736943907156673,0.030303030303030304
517,0,test,0.007722007722007722,0.030303030303030304
518,0,test,0.007707129094412331,0.030303030303030304
519,0,test,0.007692307692307693,0.030303030303030304
520,0,test,0.007677543186180422,0.030303030303030304
521,0,test,0.007662835249042145,0.030303030303030304
522,0,test,0.0076481835564053535,0.030303030303030304
523,0,test,0.007633587786259542,0.030303030303030304
524,0,test,0.007619047619047619,0.030303030303030304
525,0,test,0.0076045627376425855,0.030303030303030304
526,0,test,0.007590132827324478,0.030303030303030304
527,0,test,0.007575757575757576,0.030303030303030304
528,0,test,0.007561436672967864,0.030303030303030304
529,0,test,0.007547169811320755,0.030303030303030304
530,0,test,0.007532956685499058,0.030303030303030304
531,0,test,0.007518796992481203,0.030303030303030304
532,1.0,test,0.009380863039399626,0.04040404040404041
533,0,test,0.009363295880149813,0.04040404040404041
534,0,test,0.009345794392523364,0.04040404040404041
535,0,test,0.009328358208955223,0.04040404040404041
536,0,test,0.00931098696461825,0.04040404040404041
537,0,test,0.00929368029739777,0.04040404040404041
538,1.0,test,0.011131725417439703,0.050505050505050504
539,0,test,0.011111111111111112,0.050505050505050504
540,0,test,0.011090573012939002,0.050505050505050504
541,0,test,0.01107011070110701,0.050505050505050504
542,0,test,0.011049723756906077,0.050505050505050504
543,0,test,0.011029411764705883,0.050505050505050504
544,0,test,0.011009174311926606,0.050505050505050504
545,0,test,0.01098901098901099,0.050505050505050504
546,0,test,0.010968921389396709,0.050505050505050504
547,0,test,0.010948905109489052,0.050505050505050504
548,0,test,0.01092896174863388,0.050505050505050504
549,0,test,0.01090909090909091,0.050505050505050504
550,0,test,0.010889292196007259,0.050505050505050504
551,0,test,0.010869565217391304,0.050505050505050504
552,0,test,0.0108499095840868,0.050505050505050504
553,0,test,0.010830324909747292,0.050505050505050504
554,0,test,0.010810810810810811,0.050505050505050504
555,0,test,0.01079136690647482,0.050505050505050504
556,1.0,test,0.012567324955116697,0.06060606060606061
557,0,test,0.012544802867383513,0.06060606060606061
558,1.0,test,0.014311270125223614,0.0707070707070707
559,1.0,test,0.01607142857142857,0.08080808080808081
560,1.0,test,0.017825311942959002,0.09090909090909091
561,0,test,0.017793594306049824,0.09090909090909091
562,0,test,0.017761989342806393,0.09090909090909091
563,0,test,0.01773049645390071,0.09090909090909091
564,0,test,0.017699115044247787,0.09090909090909091
565,0,test,0.0176678445229682,0.09090909090909091
566,1.0,test,0.019400352733686066,0.10101010101010101
567,0,test,0.01936619718309859,0.10101010101010101
568,0,test,0.019332161687170474,0.10101010101010101
569,0,test,0.01929824561403509,0.10101010101010101
570,1.0,test,0.021015761821366025,0.1111111111111111
571,1.0,test,0.022727272727272728,0.12121212121212122
572,0,test,0.02268760907504363,0.12121212121212122
573,0,test,0.02264808362369338,0.12121212121212122
574,0,test,0.022608695652173914,0.12121212121212122
575,1.0,test,0.024305555555555556,0.13131313131313133
576,0,test,0.024263431542461005,0.13131313131313133
577,1.0,test,0.025951557093425604,0.1414141414141414
578,0,test,0.025906735751295335,0.1414141414141414
579,1.0,test,0.027586206896551724,0.15151515151515152
580,0,test,0.027538726333907058,0.15151515151515152
581,0,test,0.027491408934707903,0.1414141414141414
582,0,test,0.0274442538593482,0.1414141414141414
583,0,test,0.0273972602739726,0.1414141414141414
584,0,test,0.02735042735042735,0.1414141414141414
585,0,test,0.027303754266211604,0.1414141414141414
586,0,test,0.027257240204429302,0.1414141414141414
587,0,test,0.027210884353741496,0.1414141414141414
588,0,test,0.027164685908319185,0.1414141414141414
589,0,test,0.02711864406779661,0.1414141414141414
590,0,test,0.02707275803722504,0.1414141414141414
591,1.0,test,0.028716216216216218,0.15151515151515152
592,0,test,0.02866779089376054,0.15151515151515152
593,0,test,0.02861952861952862,0.15151515151515152
594,0,test,0.02857142857142857,0.15151515151515152
595,0,test,0.028523489932885907,0.15151515151515152
596,0,test,0.02847571189279732,0.15151515151515152
597,0,test,0.028428093645484948,0.15151515151515152
598,0,test,0.028380634390651086,0.15151515151515152
599,0,train,0.028333333333333332,0.15151515151515152
600,0,train,0.028286189683860232,0.15151515151515152
601,0,train,0.02823920265780731,0.15151515151515152
602,0,train,0.028192371475953566,0.15151515151515152
603,0,train,0.028145695364238412,0.1414141414141414
604,0,train,0.02809917355371901,0.1414141414141414
605,0,train,0.028052805280528052,0.1414141414141414
606,0,train,0.02800658978583196,0.1414141414141414
607,0,train,0.027960526315789474,0.1414141414141414
608,0,train,0.027914614121510674,0.13131313131313133
609,0,train,0.027868852459016394,0.13131313131313133
610,0,train,0.027823240589198037,0.13131313131313133
611,0,train,0.027777777777777776,0.13131313131313133
612,0,train,0.02773246329526917,0.13131313131313133
613,0,train,0.02768729641693811,0.13131313131313133
614,0,train,0.027642276422764227,0.13131313131313133
615,0,train,0.027597402597402596,0.13131313131313133
616,0,train,0.027552674230145867,0.13131313131313133
617,0,train,0.02750809061488673,0.13131313131313133
618,0,train,0.027463651050080775,0.13131313131313133
619,0,train,0.027419354838709678,0.13131313131313133
620,0,train,0.027375201288244767,0.13131313131313133
621,0,train,0.027331189710610933,0.13131313131313133
622,0,train,0.027287319422150885,0.13131313131313133
623,0,train,0.027243589743589744,0.13131313131313133
624,0,train,0.0272,0.13131313131313133
625,0,train,0.027156549520766772,0.13131313131313133
626,0,train,0.02711323763955343,0.13131313131313133
627,0,train,0.027070063694267517,0.13131313131313133
628,0,train,0.02702702702702703,0.13131313131313133
629,0,train,0.026984126984126985,0.13131313131313133
630,0,train,0.02694136291600634,0.13131313131313133
631,0,train,0.02689873417721519,0.12121212121212122
632,0,train,0.026856240126382307,0.12121212121212122
633,0,train,0.026813880126182965,0.12121212121212122
634,0,train,0.026771653543307086,0.12121212121212122
635,0,train,0.026729559748427674,0.12121212121212122
636,0,train,0.026687598116169546,0.12121212121212122
637,0,train,0.02664576802507837,0.1111111111111111
638,0,train,0.026604068857589983,0.1111111111111111
639,0,train,0.0265625,0.1111111111111111
640,0,train,0.0265210608424337,0.1111111111111111
641,0,train,0.0264797507788162,0.1111111111111111
642,0,train,0.026438569206842923,0.1111111111111111
643,0,train,0.026397515527950312,0.1111111111111111
644,0,train,0.02635658914728682,0.1111111111111111
645,0,train,0.02631578947368421,0.1111111111111111
646,0,train,0.02627511591962906,0.1111111111111111
647,1.0,train,0.027777777777777776,0.12121212121212122
648,0,train,0.02773497688751926,0.12121212121212122
649,0,train,0.027692307692307693,0.12121212121212122
650,0,train,0.027649769585253458,0.12121212121212122
651,0,train,0.027607361963190184,0.12121212121212122
652,0,train,0.027565084226646247,0.12121212121212122
653,0,train,0.027522935779816515,0.12121212121212122
654,0,train,0.02748091603053435,0.12121212121212122
655,0,train,0.027439024390243903,0.1111111111111111
656,0,train,0.0273972602739726,0.1111111111111111
657,0,train,0.02735562310030395,0.10101010101010101
658,0,train,0.027314112291350532,0.09090909090909091
659,0,train,0.02727272727272727,0.08080808080808081
660,0,train,0.02723146747352496,0.08080808080808081
661,0,train,0.027190332326283987,0.08080808080808081
662,0,train,0.027149321266968326,0.08080808080808081
663,0,train,0.02710843373493976,0.08080808080808081
664,0,train,0.02706766917293233,0.08080808080808081
665,0,train,0.02702702702702703,0.0707070707070707
666,0,train,0.026986506746626688,0.0707070707070707
667,0,train,0.02694610778443114,0.0707070707070707
668,0,train,0.026905829596412557,0.0707070707070707
669,0,train,0.026865671641791045,0.06060606060606061
670,0,train,0.026825633383010434,0.050505050505050504
671,0,train,0.026785714285714284,0.050505050505050504
672,0,train,0.02674591381872214,0.050505050505050504
673,0,train,0.026706231454005934,0.050505050505050504
674,0,train,0.02666666666666667,0.04040404040404041
675,0,train,0.026627218934911243,0.04040404040404041
676,0,train,0.026587887740029542,0.030303030303030304
677,0,train,0.02654867256637168,0.030303030303030304
678,0,train,0.026509572901325478,0.020202020202020204
679,0,train,0.026470588235294117,0.020202020202020204
680,0,train,0.02643171806167401,0.020202020202020204
681,0,train,0.026392961876832845,0.020202020202020204
682,0,train,0.02635431918008785,0.020202020202020204
683,0,train,0.02631578947368421,0.020202020202020204
684,0,train,0.026277372262773723,0.020202020202020204
685,0,train,0.026239067055393587,0.020202020202020204
686,0,train,0.026200873362445413,0.020202020202020204
687,0,train,0.02616279069767442,0.020202020202020204
688,0,train,0.026124818577648767,0.020202020202020204
689,0,train,0.02608695652173913,0.020202020202020204
690,0,train,0.02604920405209841,0.010101010101010102
691,0,train,0.02601156069364162,0.010101010101010102
692,0,train,0.025974025974025976,0.010101010101010102
693,0,train,0.025936599423631124,0.010101010101010102
694,0,train,0.025899280575539568,0.010101010101010102
695,0,train,0.02586206896551724,0.010101010101010102
696,0,train,0.02582496413199426,0.010101010101010102
697,0,train,0.025787965616045846,0.010101010101010102
698,0,train,0.02575107296137339,0.010101010101010102
699,0,test,0.025714285714285714,0.010101010101010102
700,0,test,0.025677603423680456,0.010101010101010102
701,0,test,0.02564102564102564,0.010101010101010102
702,0,test,0.025604551920341393,0.010101010101010102
703,0,test,0.02556818181818182,0.010101010101010102
704,0,test,0.02553191489361702,0.010101010101010102
705,0,test,0.025495750708215296,0.010101010101010102
706,1.0,test,0.026874115983026876,0.020202020202020204
707,0,test,0.026836158192090395,0.020202020202020204
708,0,test,0.02679830747531735,0.020202020202020204
709,0,test,0.02676056338028169,0.020202020202020204
710,0,test,0.026722925457102673,0.020202020202020204
711,0,test,0.026685393258426966,0.020202020202020204
712,0,test,0.02664796633941094,0.020202020202020204
713,0,test,0.02661064425770308,0.020202020202020204
714,0,test,0.026573426573426574,0.020202020202020204
715,0,test,0.02653631284916201,0.020202020202020204
716,0,test,0.026499302649930265,0.020202020202020204
717,0,test,0.026462395543175487,0.020202020202020204
718,0,test,0.02642559109874826,0.020202020202020204
719,0,test,0.02638888888888889,0.020202020202020204
720,0,test,0.026352288488210817,0.020202020202020204
721,0,test,0.02631578947368421,0.020202020202020204
722,0,test,0.02627939142461964,0.020202020202020204
723,1.0,test,0.027624309392265192,0.030303030303030304
724,0,test,0.027586206896551724,0.030303030303030304
725,0,test,0.027548209366391185,0.030303030303030304
726,0,test,0.027510316368638238,0.030303030303030304
727,0,test,0.027472527472527472,0.030303030303030304
728,0,test,0.027434842249657063,0.030303030303030304
729,0,test,0.0273972602739726,0.030303030303030304
730,1.0,test,0.028727770177838577,0.04040404040404041
731,0,test,0.028688524590163935,0.04040404040404041
732,0,test,0.0286493860845839,0.04040404040404041
733,0,test,0.02861035422343324,0.04040404040404041
734,0,test,0.02857142857142857,0.04040404040404041
735,0,test,0.028532608695652172,0.04040404040404041
736,0,test,0.028493894165535955,0.04040404040404041
737,1.0,test,0.02981029810298103,0.050505050505050504
738,0,test,0.029769959404600813,0.050505050505050504
739,0,test,0.02972972972972973,0.050505050505050504
740,0,test,0.029689608636977057,0.050505050505050504
741,0,test,0.029649595687331536,0.050505050505050504
742,0,test,0.029609690444145357,0.050505050505050504
743,0,test,0.02956989247311828,0.050505050505050504
744,0,test,0.02953020134228188,0.050505050505050504
745,0,test,0.029490616621983913,0.050505050505050504
746,0,test,0.029451137884872823,0.04040404040404041
747,0,test,0.029411764705882353,0.04040404040404041
748,0,test,0.029372496662216287,0.04040404040404041
749,0,test,0.029333333333333333,0.04040404040404041
750,0,test,0.02929427430093209,0.04040404040404041
751,1.0,test,0.030585106382978722,0.050505050505050504
752,0,test,0.03054448871181939,0.050505050505050504
753,0,test,0.03050397877984085,0.050505050505050504
754,0,test,0.030463576158940398,0.050505050505050504
755,1.0,test,0.031746031746031744,0.06060606060606061
756,0,test,0.031704095112285335,0.06060606060606061
757,0,test,0.0316622691292876,0.06060606060606061
758,1.0,test,0.03293807641633729,0.0707070707070707
759,0,test,0.03289473684210526,0.0707070707070707
760,1.0,test,0.03416557161629435,0.08080808080808081
761,0,test,0.03412073490813648,0.08080808080808081
762,1.0,test,0.035386631716906945,0.09090909090909091
763,0,test,0.03534031413612566,0.09090909090909091
764,0,test,0.03529411764705882,0.09090909090909091
765,0,test,0.03524804177545692,0.09090909090909091
766,0,test,0.035202086049543675,0.09090909090909091
767,0,test,0.03515625,0.09090909090909091
768,0,test,0.035110533159947985,0.09090909090909091
769,0,test,0.03506493506493506,0.09090909090909091
770,0,test,0.03501945525291829,0.09090909090909091
771,0,test,0.034974093264248704,0.09090909090909091
772,0,test,0.03492884864165589,0.09090909090909091
773,0,test,0.03488372093023256,0.09090909090909091
774,0,test,0.03483870967741935,0.09090909090909091
775,0,test,0.03479381443298969,0.09090909090909091
776,0,test,0.03474903474903475,0.09090909090909091
777,0,test,0.03470437017994859,0.09090909090909091
778,0,test,0.03465982028241335,0.09090909090909091
779,0,test,0.03461538461538462,0.09090909090909091
780,1.0,test,0.03585147247119078,0.10101010101010101
781,0,test,0.03580562659846547,0.10101010101010101
782,0,test,0.035759897828863345,0.10101010101010101
783,0,test,0.03571428571428571,0.10101010101010101
784,0,test,0.035668789808917196,0.10101010101010101
785,0,test,0.035623409669211195,0.10101010101010101
786,0,test,0.035578144853875476,0.10101010101010101
787,0,test,0.03553299492385787,0.10101010101010101
788,0,test,0.035487959442332066,0.10101010101010101
789,0,test,0.035443037974683546,0.10101010101010101
790,1.0,test,0.03666245259165613,0.1111111111111111
791,0,test,0.036616161616161616,0.1111111111111111
792,1.0,test,0.03783102143757881,0.12121212121212122
793,0,test,0.037783375314861464,0.12121212121212122
794,1.0,test,0.0389937106918239,0.13131313131313133
795,0,test,0.038944723618090454,0.13131313131313133
796,0,test,0.03889585947302384,0.13131313131313133
797,0,test,0.03884711779448621,0.13131313131313133
798,0,test,0.03879849812265332,0.13131313131313133
799,0,train,0.03875,0.13131313131313133
800,0,train,0.03870162297128589,0.13131313131313133
